MatchID,Team,Player,Runs,StrikeRate,Wickets,Fours,Sixes
4,Lahore Qalandars,Iftikhar Ahmed,76,165.88,2,3,2
4,Lahore Qalandars,Usman Qadir,18,197.85,4,3,3
4,Lahore Qalandars,Wahab Riaz,38,91.27,4,9,5
4,Lahore Qalandars,Sarfaraz Ahmed,22,143.9,3,8,3
4,Lahore Qalandars,Chris Jordan,6,195.84,3,8,2
4,Lahore Qalandars,Haris Rauf,89,112.45,1,4,3
4,Lahore Qalandars,David Wiese,23,163.16,3,3,6
4,Lahore Qalandars,Babar Azam,28,95.11,1,7,0
4,Lahore Qalandars,Mohammad Rizwan,71,111.9,3,8,4
4,Lahore Qalandars,Imad Wasim,17,108.26,2,3,2
4,Peshawar Zalmi,Mohammad Rizwan,5,181.04,1,9,5
4,Peshawar Zalmi,Usman Qadir,85,133.83,3,3,6
4,Peshawar Zalmi,Shoaib Malik,42,95.48,0,3,1
4,Peshawar Zalmi,Ben Cutting,94,67.6,3,3,5
4,Peshawar Zalmi,Sarfaraz Ahmed,77,155.57,3,3,4
4,Peshawar Zalmi,Babar Azam,41,166.33,3,7,4
4,Peshawar Zalmi,Shadab Khan,83,103.89,2,5,4
4,Peshawar Zalmi,Haider Ali,63,119.9,3,5,1
4,Peshawar Zalmi,Asif Ali,47,96.94,0,9,6
4,Peshawar Zalmi,Mohammad Hafeez,28,161.19,0,4,4
4,Peshawar Zalmi,David Wiese,74,136.87,3,4,1
5,Karachi Kings,Sarfaraz Ahmed,97,173.24,3,7,1
5,Karachi Kings,Asif Ali,93,169.25,1,2,5
5,Karachi Kings,Wahab Riaz,69,123.25,4,10,0
5,Karachi Kings,Iftikhar Ahmed,67,55.07,0,10,0
5,Karachi Kings,David Wiese,97,50.96,1,10,1
5,Karachi Kings,Haider Ali,8,156.08,0,3,4
5,Karachi Kings,Imad Wasim,58,105.98,4,10,5
5,Karachi Kings,Chris Jordan,78,186.91,3,0,0
5,Karachi Kings,Mohammad Nawaz,68,132.75,0,0,4
5,Karachi Kings,Hasan Ali,92,91.21,2,0,4
5,Karachi Kings,Shadab Khan,89,151.1,1,1,0
5,Lahore Qalandars,Mohammad Nawaz,51,118.85,1,3,2
5,Lahore Qalandars,Shadab Khan,87,174.21,0,10,6
5,Lahore Qalandars,Wahab Riaz,83,163.94,0,6,3
5,Lahore Qalandars,Sarfaraz Ahmed,48,132.91,0,10,0
5,Lahore Qalandars,Imad Wasim,89,75.71,3,6,5
5,Lahore Qalandars,Haris Rauf,100,99.69,0,8,0
5,Lahore Qalandars,Hasan Ali,29,81.71,4,7,2
5,Lahore Qalandars,Chris Jordan,5,188.62,2,8,4
5,Lahore Qalandars,Ben Cutting,84,54.94,2,0,1
5,Lahore Qalandars,Shaheen Afridi,75,71.63,3,1,2
5,Lahore Qalandars,Usman Qadir,20,134.59,4,6,5
6,Islamabad United,David Wiese,29,175.8,2,9,6
6,Islamabad United,Asif Ali,78,193.23,3,5,0
6,Islamabad United,Iftikhar Ahmed,81,91.0,3,7,1
6,Islamabad United,Shadab Khan,45,132.96,3,6,1
6,Islamabad United,Mohammad Rizwan,87,137.88,3,1,6
6,Islamabad United,Imad Wasim,79,94.31,1,1,0
6,Islamabad United,Shoaib Malik,34,73.13,1,6,2
6,Islamabad United,Hasan Ali,46,65.98,0,4,3
6,Islamabad United,Babar Azam,46,164.2,0,2,0
6,Islamabad United,Shaheen Afridi,23,114.65,4,8,4
6,Islamabad United,Sarfaraz Ahmed,52,65.49,0,5,4
6,Karachi Kings,Mohammad Rizwan,73,128.17,3,2,1
6,Karachi Kings,Asif Ali,34,95.17,3,2,0
6,Karachi Kings,Iftikhar Ahmed,21,115.2,3,4,3
6,Karachi Kings,Babar Azam,100,61.54,2,3,5
6,Karachi Kings,Mohammad Hafeez,80,124.37,4,3,3
6,Karachi Kings,Sarfaraz Ahmed,13,70.32,0,6,2
6,Karachi Kings,Usman Qadir,79,106.98,2,7,2
6,Karachi Kings,David Wiese,55,172.32,4,2,2
6,Karachi Kings,Shaheen Afridi,41,140.48,1,7,2
6,Karachi Kings,Imad Wasim,22,194.69,2,4,5
6,Karachi Kings,Fakhar Zaman,88,144.94,4,3,2
7,Islamabad United,Iftikhar Ahmed,87,165.14,0,7,5
7,Islamabad United,Imad Wasim,26,115.77,2,1,6
7,Islamabad United,Ben Cutting,52,150.95,1,10,2
7,Islamabad United,Shoaib Malik,30,87.9,1,6,6
7,Islamabad United,Fakhar Zaman,48,61.09,4,7,4
7,Islamabad United,Usman Qadir,51,130.16,3,8,0
7,Islamabad United,Mohammad Hafeez,46,155.25,4,9,5
7,Islamabad United,Haider Ali,10,66.41,1,10,5
7,Islamabad United,Haris Rauf,45,74.95,4,0,4
7,Islamabad United,Chris Jordan,82,151.62,3,5,6
7,Islamabad United,Mohammad Rizwan,55,65.89,0,4,1
7,Peshawar Zalmi,Mohammad Nawaz,19,101.75,0,7,0
7,Peshawar Zalmi,Ben Cutting,37,112.4,0,1,6
7,Peshawar Zalmi,David Wiese,93,71.25,2,5,3
7,Peshawar Zalmi,Wahab Riaz,100,81.03,3,5,3
7,Peshawar Zalmi,Usman Qadir,12,115.72,3,5,0
7,Peshawar Zalmi,Hasan Ali,38,56.7,0,0,6
7,Peshawar Zalmi,Sarfaraz Ahmed,43,147.2,1,3,4
7,Peshawar Zalmi,Chris Jordan,22,132.79,2,8,3
7,Peshawar Zalmi,Asif Ali,59,84.78,3,10,1
7,Peshawar Zalmi,Mohammad Hafeez,23,146.07,3,6,0
7,Peshawar Zalmi,Imad Wasim,94,142.12,1,7,4
8,Multan Sultans,Haris Rauf,68,78.04,2,3,3
8,Multan Sultans,Iftikhar Ahmed,14,89.35,3,8,5
8,Multan Sultans,Babar Azam,40,139.55,4,6,4
8,Multan Sultans,Sarfaraz Ahmed,14,102.19,3,9,1
8,Multan Sultans,Mohammad Nawaz,86,155.9,2,9,4
8,Multan Sultans,Shadab Khan,10,150.82,2,1,1
8,Multan Sultans,Chris Jordan,39,67.54,2,2,4
8,Multan Sultans,Shoaib Malik,49,112.74,1,9,3
8,Multan Sultans,Shaheen Afridi,54,77.86,4,10,1
8,Multan Sultans,Mohammad Hafeez,71,75.03,2,2,1
8,Multan Sultans,Ben Cutting,40,176.3,4,0,6
8,Karachi Kings,Shoaib Malik,52,152.7,3,7,3
8,Karachi Kings,Babar Azam,21,62.4,0,3,2
8,Karachi Kings,Haider Ali,4,91.23,4,4,1
8,Karachi Kings,Shadab Khan,99,118.6,3,8,4
8,Karachi Kings,Sarfaraz Ahmed,14,135.91,2,8,6
8,Karachi Kings,Haris Rauf,46,131.31,0,7,4
8,Karachi Kings,David Wiese,27,198.47,0,10,6
8,Karachi Kings,Imad Wasim,31,94.66,0,7,2
8,Karachi Kings,Iftikhar Ahmed,44,179.33,0,7,6
8,Karachi Kings,Asif Ali,15,166.34,1,3,6
8,Karachi Kings,Wahab Riaz,94,138.19,2,9,5
9,Quetta Gladiators,Haris Rauf,76,130.82,2,4,2
9,Quetta Gladiators,Hasan Ali,73,90.1,4,10,6
9,Quetta Gladiators,Shadab Khan,12,70.34,3,0,2
9,Quetta Gladiators,Sarfaraz Ahmed,83,69.03,1,3,1
9,Quetta Gladiators,Mohammad Nawaz,91,98.31,1,10,3
9,Quetta Gladiators,Iftikhar Ahmed,62,71.33,2,10,3
9,Quetta Gladiators,Babar Azam,48,117.8,0,6,4
9,Quetta Gladiators,Mohammad Hafeez,95,91.73,2,7,3
9,Quetta Gladiators,Chris Jordan,41,137.29,0,7,5
9,Quetta Gladiators,Imad Wasim,85,154.59,0,8,3
9,Quetta Gladiators,David Wiese,27,195.22,1,7,2
9,Karachi Kings,Asif Ali,80,167.58,3,0,0
9,Karachi Kings,Mohammad Hafeez,20,116.19,0,6,1
9,Karachi Kings,Ben Cutting,88,186.41,2,2,6
9,Karachi Kings,Shadab Khan,35,64.0,2,4,0
9,Karachi Kings,Haider Ali,47,149.68,1,0,3
9,Karachi Kings,Iftikhar Ahmed,80,95.83,1,6,5
9,Karachi Kings,Hasan Ali,11,155.55,0,3,3
9,Karachi Kings,David Wiese,9,69.9,1,8,5
9,Karachi Kings,Babar Azam,56,51.39,2,1,6
9,Karachi Kings,Shoaib Malik,54,154.1,3,1,1
9,Karachi Kings,Shaheen Afridi,49,63.4,0,1,2
10,Lahore Qalandars,Shoaib Malik,1,141.55,1,7,2
10,Lahore Qalandars,Mohammad Hafeez,92,81.96,1,6,4
10,Lahore Qalandars,Shadab Khan,87,116.36,1,1,0
10,Lahore Qalandars,Iftikhar Ahmed,17,162.87,4,6,2
10,Lahore Qalandars,David Wiese,54,97.18,1,3,2
10,Lahore Qalandars,Asif Ali,82,62.64,4,9,4
10,Lahore Qalandars,Usman Qadir,92,141.14,0,10,2
10,Lahore Qalandars,Mohammad Rizwan,26,127.66,4,3,5
10,Lahore Qalandars,Shaheen Afridi,50,94.33,0,3,3
10,Lahore Qalandars,Imad Wasim,49,66.91,3,10,4
10,Lahore Qalandars,Chris Jordan,9,129.24,0,5,2
10,Karachi Kings,Shadab Khan,8,52.07,1,0,0
10,Karachi Kings,Iftikhar Ahmed,50,125.99,4,6,3
10,Karachi Kings,Haris Rauf,89,110.34,4,8,4
10,Karachi Kings,Shoaib Malik,19,91.62,2,1,4
10,Karachi Kings,Hasan Ali,26,196.15,1,8,2
10,Karachi Kings,Chris Jordan,50,137.97,0,4,5
10,Karachi Kings,Wahab Riaz,55,159.49,1,0,1
10,Karachi Kings,Usman Qadir,11,188.69,0,7,4
10,Karachi Kings,Shaheen Afridi,77,58.25,1,1,0
10,Karachi Kings,Babar Azam,90,70.58,0,2,3
10,Karachi Kings,Mohammad Hafeez,44,128.45,2,2,2
11,Islamabad United,Shadab Khan,91,196.26,0,7,3
11,Islamabad United,Imad Wasim,65,104.02,3,9,1
11,Islamabad United,Fakhar Zaman,47,73.6,0,9,5
11,Islamabad United,Babar Azam,92,67.3,4,0,0
11,Islamabad United,Asif Ali,1,86.68,3,5,3
11,Islamabad United,Iftikhar Ahmed,19,76.84,0,8,6
11,Islamabad United,Sarfaraz Ahmed,91,161.1,3,3,2
11,Islamabad United,Ben Cutting,31,112.44,2,4,6
11,Islamabad United,Chris Jordan,9,135.73,0,8,5
11,Islamabad United,Shaheen Afridi,6,76.9,4,0,3
11,Islamabad United,Usman Qadir,8,181.55,2,4,2
11,Lahore Qalandars,Mohammad Rizwan,59,105.24,3,3,5
11,Lahore Qalandars,David Wiese,69,164.07,1,2,0
11,Lahore Qalandars,Usman Qadir,52,53.59,4,5,5
11,Lahore Qalandars,Babar Azam,88,181.58,2,0,6
11,Lahore Qalandars,Shoaib Malik,84,106.44,2,1,1
11,Lahore Qalandars,Fakhar Zaman,67,197.47,3,7,0
11,Lahore Qalandars,Shadab Khan,18,156.75,0,0,1
11,Lahore Qalandars,Mohammad Hafeez,66,111.96,2,7,5
11,Lahore Qalandars,Haris Rauf,10,137.12,4,2,5
11,Lahore Qalandars,Iftikhar Ahmed,50,61.22,4,0,3
11,Lahore Qalandars,Chris Jordan,84,194.63,1,4,2
12,Quetta Gladiators,Asif Ali,13,73.31,1,7,3
12,Quetta Gladiators,Iftikhar Ahmed,40,110.98,4,5,6
12,Quetta Gladiators,Ben Cutting,26,117.79,3,4,6
12,Quetta Gladiators,David Wiese,15,63.56,2,9,0
12,Quetta Gladiators,Usman Qadir,27,175.39,2,2,0
12,Quetta Gladiators,Shadab Khan,91,87.23,2,6,4
12,Quetta Gladiators,Fakhar Zaman,6,151.58,2,2,0
12,Quetta Gladiators,Shaheen Afridi,51,178.19,4,8,1
12,Quetta Gladiators,Haris Rauf,12,119.31,1,1,0
12,Quetta Gladiators,Mohammad Rizwan,7,174.56,1,2,1
12,Quetta Gladiators,Mohammad Hafeez,51,105.84,0,9,4
12,Karachi Kings,Imad Wasim,15,56.4,3,0,1
12,Karachi Kings,Mohammad Rizwan,73,114.97,3,7,0
12,Karachi Kings,Babar Azam,48,152.48,1,5,1
12,Karachi Kings,Chris Jordan,23,91.25,3,2,0
12,Karachi Kings,Sarfaraz Ahmed,78,142.88,1,10,2
12,Karachi Kings,Usman Qadir,63,111.8,4,7,0
12,Karachi Kings,Asif Ali,11,91.97,1,6,1
12,Karachi Kings,Wahab Riaz,82,182.7,4,3,5
12,Karachi Kings,Mohammad Nawaz,69,169.23,3,5,3
12,Karachi Kings,Shaheen Afridi,69,167.22,2,9,4
12,Karachi Kings,Hasan Ali,41,108.26,1,0,2
13,Multan Sultans,Ben Cutting,20,65.02,1,4,4
13,Multan Sultans,Wahab Riaz,94,58.39,1,9,6
13,Multan Sultans,Babar Azam,49,103.22,1,2,1
13,Multan Sultans,Imad Wasim,75,97.7,2,9,0
13,Multan Sultans,Shaheen Afridi,90,155.08,4,9,1
13,Multan Sultans,Iftikhar Ahmed,72,192.26,3,8,2
13,Multan Sultans,Chris Jordan,22,123.57,0,0,1
13,Multan Sultans,Mohammad Nawaz,77,82.82,4,7,0
13,Multan Sultans,Hasan Ali,42,187.68,1,2,2
13,Multan Sultans,Mohammad Hafeez,91,76.62,2,0,0
13,Multan Sultans,Fakhar Zaman,18,137.99,1,1,6
13,Islamabad United,Mohammad Nawaz,20,159.85,3,10,3
13,Islamabad United,Shoaib Malik,83,97.59,4,9,6
13,Islamabad United,Mohammad Rizwan,45,83.49,4,2,3
13,Islamabad United,Chris Jordan,39,160.1,2,2,1
13,Islamabad United,Iftikhar Ahmed,93,50.27,4,6,6
13,Islamabad United,Mohammad Hafeez,98,194.78,0,2,4
13,Islamabad United,Shaheen Afridi,40,188.16,4,3,5
13,Islamabad United,Hasan Ali,72,65.62,3,2,2
13,Islamabad United,Shadab Khan,95,61.67,2,5,1
13,Islamabad United,Haider Ali,81,182.8,0,10,5
13,Islamabad United,David Wiese,93,183.0,3,0,2
14,Karachi Kings,Sarfaraz Ahmed,56,159.89,1,6,3
14,Karachi Kings,Wahab Riaz,48,102.68,3,1,6
14,Karachi Kings,Mohammad Rizwan,61,168.31,4,10,6
14,Karachi Kings,Shoaib Malik,87,83.84,3,1,6
14,Karachi Kings,Imad Wasim,4,94.24,2,4,0
14,Karachi Kings,Iftikhar Ahmed,9,101.27,3,2,5
14,Karachi Kings,Shaheen Afridi,9,132.06,0,5,4
14,Karachi Kings,Mohammad Nawaz,78,183.98,0,6,5
14,Karachi Kings,Babar Azam,21,141.1,3,2,0
14,Karachi Kings,Usman Qadir,12,99.66,1,6,5
14,Karachi Kings,Ben Cutting,70,158.31,4,4,5
14,Islamabad United,Mohammad Hafeez,46,50.57,0,4,6
14,Islamabad United,Ben Cutting,84,143.76,3,3,0
14,Islamabad United,Wahab Riaz,3,81.04,2,1,3
14,Islamabad United,Fakhar Zaman,14,96.25,3,7,3
14,Islamabad United,Shaheen Afridi,84,89.75,4,6,1
14,Islamabad United,Sarfaraz Ahmed,47,182.82,2,2,3
14,Islamabad United,Chris Jordan,5,89.49,3,4,1
14,Islamabad United,Imad Wasim,34,134.64,1,10,0
14,Islamabad United,David Wiese,10,150.22,4,6,6
14,Islamabad United,Mohammad Rizwan,75,84.13,0,6,6
14,Islamabad United,Babar Azam,66,112.79,4,10,6
15,Quetta Gladiators,Haider Ali,66,170.07,4,2,0
15,Quetta Gladiators,Chris Jordan,96,117.36,1,3,6
15,Quetta Gladiators,Wahab Riaz,24,68.93,3,1,5
15,Quetta Gladiators,Ben Cutting,55,80.29,1,9,2
15,Quetta Gladiators,Mohammad Hafeez,40,186.62,0,1,3
15,Quetta Gladiators,Shaheen Afridi,71,109.6,2,4,4
15,Quetta Gladiators,Sarfaraz Ahmed,58,187.57,0,9,4
15,Quetta Gladiators,Shoaib Malik,66,167.25,0,6,1
15,Quetta Gladiators,Babar Azam,18,134.99,4,1,0
15,Quetta Gladiators,Imad Wasim,72,166.93,2,8,2
15,Quetta Gladiators,Mohammad Nawaz,52,89.62,3,9,4
15,Islamabad United,Haider Ali,50,183.44,2,3,0
15,Islamabad United,Shaheen Afridi,95,121.28,2,5,0
15,Islamabad United,Hasan Ali,43,172.61,2,4,2
15,Islamabad United,Imad Wasim,62,178.74,0,3,1
15,Islamabad United,Iftikhar Ahmed,38,196.13,3,5,2
15,Islamabad United,Mohammad Rizwan,93,112.52,0,3,3
15,Islamabad United,Mohammad Hafeez,27,187.01,3,7,6
15,Islamabad United,Haris Rauf,66,180.08,0,8,6
15,Islamabad United,Asif Ali,20,59.84,4,6,1
15,Islamabad United,Sarfaraz Ahmed,99,177.69,4,0,1
15,Islamabad United,Babar Azam,24,181.28,1,0,1
16,Lahore Qalandars,Shaheen Afridi,87,54.58,2,7,4
16,Lahore Qalandars,Usman Qadir,57,76.64,3,9,4
16,Lahore Qalandars,Ben Cutting,44,101.64,2,1,2
16,Lahore Qalandars,Shoaib Malik,3,107.98,1,9,6
16,Lahore Qalandars,Sarfaraz Ahmed,27,178.57,1,10,1
16,Lahore Qalandars,Shadab Khan,34,147.74,4,0,6
16,Lahore Qalandars,Hasan Ali,99,195.07,0,7,1
16,Lahore Qalandars,Wahab Riaz,82,75.98,0,3,2
16,Lahore Qalandars,Imad Wasim,77,170.76,2,10,2
16,Lahore Qalandars,Haider Ali,54,184.32,2,7,2
16,Lahore Qalandars,David Wiese,27,120.0,4,9,3
16,Islamabad United,Chris Jordan,87,66.22,0,5,2
16,Islamabad United,Fakhar Zaman,81,98.77,2,4,5
16,Islamabad United,Babar Azam,91,192.83,2,3,1
16,Islamabad United,Mohammad Nawaz,66,164.82,0,9,3
16,Islamabad United,Shoaib Malik,84,97.94,1,0,5
16,Islamabad United,Imad Wasim,63,199.62,2,6,3
16,Islamabad United,Asif Ali,49,160.51,4,9,6
16,Islamabad United,Mohammad Hafeez,24,101.48,1,10,4
16,Islamabad United,Iftikhar Ahmed,81,167.73,2,8,2
16,Islamabad United,Shadab Khan,21,176.1,4,2,2
16,Islamabad United,Haris Rauf,12,120.62,2,8,6
17,Quetta Gladiators,Hasan Ali,33,137.84,3,1,3
17,Quetta Gladiators,Asif Ali,6,179.96,4,9,4
17,Quetta Gladiators,Mohammad Rizwan,9,120.83,1,8,0
17,Quetta Gladiators,Wahab Riaz,87,107.25,2,6,0
17,Quetta Gladiators,Shoaib Malik,19,70.6,1,5,3
17,Quetta Gladiators,Fakhar Zaman,72,183.93,3,2,2
17,Quetta Gladiators,Haider Ali,91,77.05,0,7,2
17,Quetta Gladiators,Shadab Khan,80,198.0,2,10,0
17,Quetta Gladiators,Sarfaraz Ahmed,0,117.81,1,2,4
17,Quetta Gladiators,Ben Cutting,97,73.77,0,2,4
17,Quetta Gladiators,Chris Jordan,55,145.02,3,6,3
17,Peshawar Zalmi,Iftikhar Ahmed,86,50.62,1,3,5
17,Peshawar Zalmi,Babar Azam,44,96.81,0,6,4
17,Peshawar Zalmi,Shaheen Afridi,75,95.92,0,0,2
17,Peshawar Zalmi,Sarfaraz Ahmed,37,118.39,4,9,4
17,Peshawar Zalmi,Shoaib Malik,43,115.05,1,5,3
17,Peshawar Zalmi,Chris Jordan,45,162.52,1,6,0
17,Peshawar Zalmi,Hasan Ali,29,83.65,1,3,5
17,Peshawar Zalmi,Ben Cutting,2,138.45,1,1,2
17,Peshawar Zalmi,Imad Wasim,91,147.58,0,6,5
17,Peshawar Zalmi,Fakhar Zaman,32,165.69,4,0,4
17,Peshawar Zalmi,Usman Qadir,6,149.3,0,0,5
18,Lahore Qalandars,Fakhar Zaman,88,152.86,0,4,3
18,Lahore Qalandars,Haris Rauf,84,65.15,4,4,4
18,Lahore Qalandars,Usman Qadir,77,155.11,3,1,4
18,Lahore Qalandars,Iftikhar Ahmed,92,142.65,2,1,6
18,Lahore Qalandars,Ben Cutting,13,124.66,4,3,6
18,Lahore Qalandars,Imad Wasim,33,174.72,1,5,5
18,Lahore Qalandars,Shadab Khan,52,94.3,0,8,3
18,Lahore Qalandars,Wahab Riaz,26,153.23,3,5,1
18,Lahore Qalandars,Shoaib Malik,0,51.91,0,1,6
18,Lahore Qalandars,Mohammad Rizwan,73,150.35,1,1,6
18,Lahore Qalandars,Haider Ali,65,61.26,0,4,5
18,Peshawar Zalmi,Wahab Riaz,86,96.91,0,1,6
18,Peshawar Zalmi,Usman Qadir,97,183.54,0,2,5
18,Peshawar Zalmi,Mohammad Hafeez,82,75.58,2,7,4
18,Peshawar Zalmi,Imad Wasim,34,181.77,0,5,6
18,Peshawar Zalmi,Chris Jordan,43,77.43,3,6,3
18,Peshawar Zalmi,Babar Azam,34,175.36,3,6,5
18,Peshawar Zalmi,Shaheen Afridi,21,66.96,0,2,0
18,Peshawar Zalmi,Mohammad Rizwan,53,186.68,3,9,5
18,Peshawar Zalmi,Haider Ali,56,77.19,3,5,4
18,Peshawar Zalmi,Shadab Khan,3,179.39,1,7,3
18,Peshawar Zalmi,Hasan Ali,14,183.14,3,0,0
19,Quetta Gladiators,Imad Wasim,12,114.93,1,7,2
19,Quetta Gladiators,Asif Ali,84,151.44,3,2,6
19,Quetta Gladiators,Babar Azam,71,183.81,4,0,0
19,Quetta Gladiators,Mohammad Nawaz,82,190.16,4,7,6
19,Quetta Gladiators,Wahab Riaz,63,180.41,0,7,2
19,Quetta Gladiators,Chris Jordan,30,99.63,2,0,4
19,Quetta Gladiators,Haris Rauf,28,132.57,3,6,6
19,Quetta Gladiators,Hasan Ali,30,61.82,3,9,3
19,Quetta Gladiators,Ben Cutting,11,178.49,3,5,0
19,Quetta Gladiators,Shoaib Malik,63,161.79,0,1,3
19,Quetta Gladiators,Mohammad Hafeez,52,55.37,4,0,6
19,Lahore Qalandars,Mohammad Rizwan,71,165.11,4,7,5
19,Lahore Qalandars,Mohammad Hafeez,84,104.49,3,1,0
19,Lahore Qalandars,Mohammad Nawaz,97,148.84,0,5,2
19,Lahore Qalandars,Sarfaraz Ahmed,81,194.67,2,8,4
19,Lahore Qalandars,Usman Qadir,47,155.31,0,2,3
19,Lahore Qalandars,Hasan Ali,17,173.28,3,1,2
19,Lahore Qalandars,Haider Ali,78,79.39,0,6,1
19,Lahore Qalandars,Babar Azam,58,173.68,1,5,0
19,Lahore Qalandars,Fakhar Zaman,96,112.17,4,1,6
19,Lahore Qalandars,Wahab Riaz,57,118.61,4,8,1
19,Lahore Qalandars,Haris Rauf,63,50.65,0,8,3
20,Peshawar Zalmi,Chris Jordan,77,182.4,4,6,3
20,Peshawar Zalmi,Haider Ali,77,187.39,1,4,3
20,Peshawar Zalmi,Mohammad Nawaz,43,195.57,3,2,1
20,Peshawar Zalmi,Hasan Ali,52,140.38,4,4,6
20,Peshawar Zalmi,David Wiese,89,132.17,2,8,5
20,Peshawar Zalmi,Shoaib Malik,27,80.13,4,4,5
20,Peshawar Zalmi,Haris Rauf,44,188.18,1,10,1
20,Peshawar Zalmi,Mohammad Rizwan,64,131.37,2,1,6
20,Peshawar Zalmi,Shaheen Afridi,45,134.34,4,9,5
20,Peshawar Zalmi,Sarfaraz Ahmed,90,112.62,4,4,6
20,Peshawar Zalmi,Mohammad Hafeez,54,171.25,4,1,0
20,Multan Sultans,Iftikhar Ahmed,18,175.91,2,3,6
20,Multan Sultans,Shadab Khan,69,54.85,3,1,4
20,Multan Sultans,Shaheen Afridi,86,160.92,1,10,4
20,Multan Sultans,David Wiese,49,85.64,2,10,0
20,Multan Sultans,Sarfaraz Ahmed,48,108.13,2,8,0
20,Multan Sultans,Chris Jordan,1,161.55,1,9,6
20,Multan Sultans,Ben Cutting,99,179.07,3,3,5
